" 500 marshals attacked DMK MLAs, will meet Governor: Stalin",0
" Bhopal man murders live-in partner, buries body in concrete",1
 Class V exams to be conducted by separate board in Rajasthan,0
 Russia issues temporary ban on beef from New Zealand,1
" Adele breaks her Grammy award, offers half of it to Beyoncé ",0
 How are the team compositions decided in the IPL?,1
 Punjab polls: Voter turnout recorded at 78.62%,1
" Gold, tobacco worth over ₹42 lakh seized at Mumbai Airport",1
" Bhansali cancels shoot, vows not to shoot in Jaipur: Report",1
 Hirakhand Express tragedy: PM Modi condoles death of victims,1
" Qatar spending ₹3,359 cr per week on FIFA World Cup work",0
 India move back ropes to increase field size for Nagpur T20I,1
 Former CFO Bansal walked out of Infosys meet on Panaya deal,0
 Sushmita walks for Sashi Vangapalli at Lakmé Fashion Week,0
" Fake news is killing people&#39;s minds, says Apple CEO Tim Cook",1
 India’s only active volcano erupted in January: Scientists,0
 Pak MP threatens self-immolation over harassment by lawmaker,1
" Jaya, Sasikala conspired to launder ill-gotten wealth: SC",1
 Assange slams Trump over stance against &#39;low-life leakers&#39;,1
 Man voluntarily fighting fires for 40 years gets Padma Shri,1
 Don&#39;t get paranoid over H-1B visa row: Tata&#39;s Chandrasekaran,0
 Snapchat values its IPO at $14 to $16 per share,0
 Mark Zuckerberg writes about PM Narendra Modi in his letter,0
 Virat Kohli shares childhood picture from cricket field,1
 Only Manmohan Singh knows how to take bath in raincoat: PM,0
 Guide arrested for fake translation of tourist&#39;s remarks,1
 Suresh Raina&#39;s acrobatic effort saves a six for India,1
" Australia yet to find a way to stop Kohli, says Aussie coach",0
 Ben Affleck to be replaced as The Batman director,1
" PM Modi is &#39;maha thug&#39;, Bukhari is &#39;bikau maal&#39;: Azam Khan",1
" In a relationship, want to get married this year: Kangana",0
 Katiyar should publically apologise for sexist remark: Vadra,1
 Auditioned first time ever for &#39;Quantico&#39;: Priyanka Chopra,1
 Russia recognises documents issued by Ukrainian rebels,0
 Syrian rebels claim US govt sending them armoured vehicles,1
" Economic survey slams rating agencies, questions methodology",1
  Trump expected to order temporary ban on refugees,1
 Snapchat spent ₹6 crore in 2016 on personal security of CEO,1
 US&#39; first hijab-clad Olympian detained at American airport,0
 2 lakh litres of oil spill onto reserve land in Canada,1
 Sonia will not campaign in any poll-bound state: Reports,1
 Trump will aim to make drugs affordable: Kiran Mazumdar-Shaw,1
 Czech brewery using Ganesha image on beer bottles sparks row,1
" HDFC Bank MD takes dig at Paytm, says wallets have no future",0
 &#39;The Space Between Us&#39; is cotton candy fluff: Review,1
 Ralph Lauren CEO to step down after differences with founder,1
 Two students drown while taking selfies in Hyderabad,1
 Punjab Royals win second edition of Pro Wrestling League,1
 Swaraj responds to man’s plea for help from Saudi Arabia,1
 FIR to be registered against 26/11 mastermind Saeed: Reports,1
 Meryl Streep remains most nominated actor in Oscars history,1
 India&#39;s wholesale inflation rises to 2.5-year high,0
 N Korean defector was appointed to check for disloyalty,1
 Only your wife stands by you in tough times: Akhilesh Yadav,0
" B&#39;desh keeper fails to dislodge bails twice, misses stumping",0
 Ancient Citadel of Aleppo reopens after city&#39;s liberation,1
 Want to start website to assist jawans financially: Akshay,1
" Sammy takes diving catch, celebrates with imaginary selfie",0
 In Pictures: Roger Federer&#39;s 18 Grand Slam titles,1
 I’m the football in UPA vs NDA fight: Vijay Mallya,1
 Govt sets 2017-18 Fiscal Deficit target at 3.2%,1
 BSF jawan Tej Bahadur has 500 Facebook friends from Pak,0
 Ricky Ponting hails Virat Kohli as the best ODI batsman,0
 Monkeys cause panic at Chennai Airport,1
 Telangana CM to donate gold worth ₹5.5 cr to Tirumala temple,1
 All universities in UP will get free WiFi: BJP Manifesto,1
 2005 Delhi blasts convict Tariq Ahmed given 10-yr jail term,0
 India tour can get you the status of all-time greats: Smith,0
 Salman attends wedding reception of his driver&#39;s son ,1
 Trump signs his first executive order on Obamacare,1
 Bhojpuri actor Ravi Kishan joins BJP,1
" &#39;Simon go back,&#39; tweets user on England&#39;s T20I loss to India",1
 Akhilesh Yadav sacks Sharda Pratap Shukla from Cabinet,0
" Ranbir, Katrina&#39;s &#39;Jagga Jasoos&#39; to feature 29 songs",0
" Title song from Vidyut, Esha&#39;s &#39;Commando 2&#39; released",0
 What becomes more expensive after Union Budget 2017? ,1
 Mass wedding goes cashless as couples get cheques as gifts,0
 Centre sets limit on age and attempts for NEET,1
 No idea why people took my baby&#39;s name personally: Kareena,0
 Beekeeper called as bees invade field during SA-SL ODI,1
 Video shows junior engineer touching BJP MLA’s feet,1
" Hindu saints body refuses to back BJP, VHP on Ram Temple row",1
 100-year-old woman casts vote in third phase of UP polls ,0
 Trump agrees to attend NATO summit after criticising group,0
 DMK calls for rail roko agitation across TN over Jallikattu,1
 Indian-American Ajit Pai appointed as head of FCC,1
" Ex-Simpsons maker, 2 more firms apply to trademark Fake News",0
" Satisfied with BSF jawan&#39;s well being, wife tells HC",0
 Uber is a geek&#39;s candy store: Ex-Google Search head Singhal,1
 Nike&#39;s slogan &#39;Just Do It&#39; is inspired by a murderer,1
 Putin signs law decriminalising domestic violence in Russia,0
 790 prisoners pelt stones at staff of Ghazipur jail,1
 I don&#39;t think it&#39;s natural to be monogamous: Scarlett,0
 Sena Medal for 3 jawans who gunned down militant Burhan Wani,1
 Ex-wife of a Congress leader to contest against present wife,1
" Don&#39;t sledge Virat Kohli, Michael Hussey tells Australia",1
 Russia denies being disappointed with Trump,0
 Army Chief flags off motor bike expedition,1
 Uber&#39;s $3mn fund to help drivers affected by immigration ban,1
 EC questions Sasikala&#39;s elevation as AIADMK Gen Secy,0
 Order issued to shoot anyone trying to escape prison in MP,0
 Philippine Prez says Catholic church is &#39;full of shit&#39;,1
 Adele wins five Grammys including Album Of The Year,0
" Rahul, Akhilesh denied roadshow permission in Varanasi",0
" Mumbai gets 75 more WiFi hotspots, total tally touches 585",1
 Delhi became capital of India on this day,0
 Air India pilot taken off duty for failing alcohol test,0
 500 members of a family pose in one photo in China,0
 Kim shares stats on Americans killed by jihadist immigrants,1
 Dragon Ball Z&#39;s Goku to be 2020 Olympics ambassador: Report,1
 China deploys ICBMs near Russian border: Reports,1
 FIFA unveils official match ball for Beach World Cup,1
" Cook faced 8,000 more balls than anyone else since his debut",0
 AIMIM is twinkle twinkle little star in UP: Owaisi,0
" Another top-level executive quits Ola after CFO, CMO&#39;s exit",0
 Husbands can’t take over elected wives’ duties: K&#39;taka HC,0
" Stop peeping in bathrooms, maintain dignity: Shiv Sena to PM",0
 Single entrance exam for engineering from 2018,0
 US student makes soda vending machine inside school locker,1
 England imposed a tax on house windows in 1696,1
  Two more senior-level executives quit Snapdeal,0
 We&#39;re too happy to help: Maxwell on Aus team loading luggage,0
 &#39;Main Faraar Sa&#39; song from Taapsee&#39;s &#39;RunningShaadi.com&#39; out,1
 National Rail Museum celebrates 40th anniversary,1
 Rahul&#39;s trips will stop if someone starts peeping: BJP leader,0
 Andhra announces ₹5L for Hirakhand express accident victims,1
 TN Governor denies report to Centre on Sasikala swearing-in,0
 Pak captain once called bird instead of head or tail in toss,1
 Federal court halts US President Trump&#39;s immigration ban,1
" 3 Indians deported from London for fake passports, arrested",1
 Former Google Search head Amit Singhal joins Uber,1
 Kangana featured on February cover of L&#39;Officiel India,0
" Camera made using 32,000 straws in place of lens ",0
 Shah Rukh shares first selfie of himself with Aamir Khan,0
 Hema Malini accuses SP govt of stalling work in Mathura,1
 Serena breezes past Strycova to reach Aus Open last-8,1
 January 2017 was the third hottest January on record: NASA,0
 Robotic arm beats &#39;I am not a robot&#39; CAPTCHA,1
" Manchester United thrash Wigan 4-0, reach FA Cup last 16",1
" Turkey dismisses 4,400 public servants in latest purge",0
 US Court rejects appeal to restore Trump&#39;s immigration ban,0
 Social media users claim cosplayer looks like Taylor Swift,0
 Sidhu carries portable puja box to a press conference,1
 Mamata asks TMC leaders not to launch personal attacks on PM,1
 1.3 ton marijuana disguised as watermelons seized in US,1
 Nehra talks about his &#39;scooter days&#39; with Virender Sehwag,1
 CISF best marching group among paramilitary forces at R-Day,1
" Political parties can receive only ₹2,000 per donor in cash",1
 People are scared of Sasikala: Jayalalithaa&#39;s niece,0
" BJP allied with BSP, yet PM included Mayawati in SCAM: UP CM",0
" No.11 scores 150, shares 220-run stand for last wicket in NZ",0
 Russia says Paralympic Committee rejected doping compromise,1
 US retailers Sears and Kmart drop Trump items from websites,0
 Over 4 lakh sign petition to block Trump&#39;s UK state visit,1
 Models showcase outfits with post-it notes at LFW,0
 I like to bring a little help and a smile to Assange: Pamela,0
" Teaser poster of Shraddha, Arjun&#39;s Half Girlfriend revealed",0
 World&#39;s largest treehouse had 80 rooms,0
 Looking forward to working with President Trump: PM Modi,1
 Pak Army asks its officers to read about Indian democracy,0
 World&#39;s 1st iPhone becomes useless as AT&amp;T shuts 2G network,1
 Goa witnesses its highest voter turnout at 83%,1
" Protestors slap Bhansali, vandalise set at Padmavati shoot",1
 French President asks Trump to mind his own business,1
 IAF inducts first indigenously developed surveillance plane,0
" BJP will get third talaq in UP after Delhi, Bihar: CPI(M)",1
 BJP lost a staunch supporter in Shiv Sena: Uddhav Thackeray,1
 National bad bank is not a bad idea: HDFC Bank&#39;s Aditya Puri,0
 Google stops serving ads to website over 6-year-old comment ,0
" Send Rex on a one-way trip to Mars, Twitter user asks Musk",1
 Late Om Puri&#39;s film to premiere at Kochi-Muziris exhibition,0
" Trump made refugee, terrorist mean same thing in US: Gere",0
 India&#39;s first floating elementary school opens in Manipur,0
 Video mixing app lets users stitch together Trump&#39;s words,0
 Far-right leader Le Pen launches French Presidency campaign,1
" &#39;Mitran De&#39; song from Arshad, Naseeruddin&#39;s &#39;Irada&#39; released",0
 Germany uses undervalued euro to exploit US: Trump adviser,1
 Prankster caused German airport evacuation: Reports,1
 Odds of Federer-Nadal and Serena-Venus finals were 5000-1,1
 Student forced to urinate in bucket wins ₹8.5 crore lawsuit,1
 CBFC deletes love-making scene between 2 men in &#39;Moonlight&#39;,0
 Hamid Ansari invites Mike Pence to visit India,1
 India won&#39;t withdraw from Champions Trophy: BCCI panel head,1
 Tirupati Laddu caused ₹140 cr annual loss for last 3 years,0
" Shraddha has a rich father, she can take it easy: Shakti ",1
 Man pretending to be an AIIMS doctor caught,1
 IAF to induct first indigenously developed &#39;eye in the sky&#39;,0
 GoT actor partners with Google to document Greenland in 360°,0
 Sun and memories help ants navigate: Study,1
 Shortest completed Test ended in 6 hours spread over 3 days,0
 Chinese man teaches &#39;Iron Crotch Kung Fu&#39; to students,0
" Almost half of India’s lawyers are fake, says Bar Council",1
 New Delhi cafe is run by the differently-abled,0
 Sonam took Alia&#39;s audition for child artiste&#39;s role in Black,1
 GVK wins bid for Navi Mumbai Airport,0
" Trudeau has seen Trump&#39;s terrifying handshake, tweets user",1
 Pic of Trump beheading Statue of Liberty sparks furore,1
 Guv must intervene as TN govt has fallen in 8 months: DMK,0
 10 killed in 21 accidents reported by Navy since 2014,0
 Study lists 26 Indian cities where cycling does more harm,1
 Cong leaders&#39; supporters vandalise party office in U&#39;khand,1
 Dosage for TB patients to be raised from 3 times a week to 7,1
 Company teases electric supercar that resembles a flower,1
 Anupam Kher attempts Mannequin Challenge with Arnab Goswami,1
 Suresh Raina scores a T20I fifty after more than 6 years,1
 Where are the Budget papers printed?,1
 Ganguly meets visually-challenged Bangladesh cricketers,0
 Mobile balance checking app True Balance raises ₹100 crore,0
 I want to continue playing till 50: Chris Gayle,1
 What are the possibilities in Tamil Nadu&#39;s current scenario?,0
 Rooney becomes Manchester United&#39;s all-time leading scorer,1
 Read basic law before filing petitions in court: Delhi HC,1
 Wrong national anthem played for Russian gold medalists,0
 Bill Gates features in Superwoman&#39;s new video,0
 Khadi made compulsory for all Central govt hospitals,0
 FIR lodged against Bigg Boss 10 winner Manveer Gurjar,1
" 16 civilians, 41 militants killed in US air strikes in Yemen",1
 Scientists recreate Jupiter&#39;s atmosphere in lab,1
 There is a tree growing on top of another tree in Italy,0
 World&#39;s most expensive saree was sold for ₹40 lakh,1
 Civilian casualties in Afghan war in 2016 highest in 15 yrs,0
 Maharashtra govt plans to form panel to study jails,1
 European court backs Russian ban on life sentence for women,1
 Myntra founder Ashutosh Lawania quits to start new venture ,0
 Dior&#39;s first female director showcases debut collection,1
 Qandeel Baloch&#39;s father refuses to testify against son,1
 India successfully test-fires its interceptor missile,0
" Behave, or else I have dossiers on you: PM to Cong leaders",0
" Ashwin, Jadeja rested for T20I series against England",1
 Samsung heir arrested over charges of bribery,0
 Private coaching institutes need to be regulated: SC,1
 Louis Vuitton collaborates with Supreme on new collection,1
"  3 dead, 20 injured as car ploughs into people in Melbourne",1
 Pak girl asked why I played for India being Muslim: Pathan,0
 BJP demands action against Mulayam’s daughter-in-law Aparna,0
 Over 99% of Indians above 18 years have Aadhaar cards: Govt,1
 Man from America recorded himself counting up to 1 million ,0
 Y Combinator head makes site to track Trump&#39;s 1st 100 days,1
 Sanjay Dutt&#39;s wife shares pic with his daughter Trishala,0
" RBS needs to cut 15,000 jobs to save ₹6,700 crore a year",0
 Chinese New Year sparks world&#39;s largest migration of people,1
" UP: BJP promises free education, fast-track courts for girls",1
 We had no choice but to sue Qualcomm: Apple CEO on $1bn suit,1
 Wanted to quit B&#39;wood but my husband pushed me back: Preity,1
 Central Delhi&#39;s Dalhousie Road renamed as Dara Shikoh Road,0
 White House denies using National Guard to arrest immigrants,0
 US to focus counter-terror program solely on Islam: Reports,1
 Riteish shares pic with Genelia on their wedding anniversary,1
" Lost ₹1,339 cr due to India not touring Pakistan: PCB chief",0
 NASA develops electronics to survive &#39;toxic&#39; Venus missions,0
 TMC demands CBI probe of Tripura chit fund issue,1
 Former Greece goalkeeper mentoring refugee football team,0
 Will campaign in UP if party wants: Sheila Dikshit,1
 New trailer of superhero film &#39;Power Rangers&#39; released,1
 2016 will always be the yr I was blessed with Misha: Shahid,0
 Sindhu breaks into top five rankings for the first time,0
 IMAX opens its first virtual reality theatre in Los Angeles,0
 French soldier shoots knife-wielding attacker in Paris,1
 Manohar Parrikar pledges fund to encourage defence startups,0
 Bill Gates pens letter to Buffett on 10 yrs of $30 bn &#39;gift&#39;,1
 US&#39; 2nd largest startup Airbnb posts profit for first time,1
 Usain Bolt returns his 2008 Olympic relay gold medal,1
 New Gambia Prez removes &#39;Islamic&#39; from country&#39;s name,1
 We should annex West Bank and give citizenship: Israeli Prez,0
 Watches worth ₹1.30 cr stolen from Delhi shop,1
 England conducts interviews to decide the next captain,1
 Be more careful about remarks in future: EC to Parrikar,0
 I was forced to resign as Chief Minister: O Panneerselvam,0
 Trump&#39;s team defends &#39;alternative facts&#39; after protests,1
 Liver transplant saves life of boy with perpetual jaundice,0
 FDI surged by 60% to $4.68 billion in November 2016,0
 Congress acting as if they are influential in UP: SP,1
 Why would I say anything bad about Salman: Pak actress Saba,0
 Roger Federer becomes oldest Grand Slam winner in 45 years,1
 UAE is an important partner in India&#39;s growth story: PM Modi,1
 President Mukherjee approves changes for Rail Budget merger,1
 Man who killed Telangana youth in US arrested: Sushma Swaraj,0
 India has a lot more than just cricket: PM Modi,1
 It’s a huge encouragement for me: Swamy on Sasikala verdict,0
 Seattle court blocks Trump&#39;s immigration ban nationwide,1
 Indian players were awarded ₹250 each for 1st ever Test win,0
 California restaurant gives diner &#39;seen rat&#39; discount,1
 Woman moves SC seeking ban on porn over husband&#39;s addiction,0
" May God always keep your bat like that, Sachin tells Kohli",0
" Predatory pricing by new firms hurting telcos, says Airtel",1
 Videos showing European nations mocking Trump released,0
" I-T dept detects ₹16,200 crore in black money stashed abroad",0
 Mammals produced venom even before snakes were born: Study,0
 MP proposing ban on lavish weddings had private jet in hers,0
 GoAir plane makes emergency landing in Delhi over tech issue,0
 Swamy seeks probe into Arnab Goswami’s Republic TV funding,1
 Why was January 26 chosen as the Republic Day of India?,1
 Mulayam Singh skips SP&#39;s election manifesto event,1
 Only 1.2% Android devices use Nougat post 5 months of launch,0
" Masaba Gupta, Tahir Raj Bhasin feature on &#39;Forbes&#39; cover",0
 Over 150 die in 5 days in Taiwan amid cold spell,0
 Sania Mirza starts academy for three to eight-year-old kids,0
 Case booked against 21 colleges for forgery,1
 Mohammad Asif is the best bowler I&#39;ve faced: Kevin Pietersen,1
 1st song composed by AR Rahman for &#39;Kaatru Veliyidai&#39; out,1
 Tiger Shroff reveals his look from Munna Michael,0
 I write letters to parents of employees: PepsiCo CEO Nooyi,1
 Diabetes may shorten life by nine years: Study,1
 Rameez trolls Pakistan keeper Akmal over dropped catches,0
 Crime against women in India isn&#39;t related to age: Raveena,1
 Priyanka Gandhi negotiated deal with Samajwadi Party: Cong,1
 India recorded highest domestic air passenger growth in 2016,1
 Zero tax liability for people earning up to ₹3 lakh,1
 Over 700 govt websites hacked in 4 years: Govt,1
 Florida enlists Indian snake hunters to catch pythons,1
" Great Barrier Reef bigger than UK, Holland, Switzerland",1
 BSF raising its own all-women&#39;s motorcycle stunt team,0
 Nearest Earth-like planet cannot sustain life: NASA,0
 UP CM a man with iron hands in velvet gloves: Aparna Yadav,1
 Russian man commits suicide at Kerala airport,1
 War amputee runs marathon in all continents to raise funds,1
 Tokyo Olympics medals to be made from recycled mobile phones,1
" 21 cr LED bulbs distributed, to save ₹11,000 cr: PM Modi",0
 Why do we get songs stuck in our heads?,0
 Kiwi batsman gets run-out despite grounding bat in crease ,1
 Russia claims it has evidence of Ukraine using WMDs,0
 Which are the billion-dollar startups of India?,1
 Digvijaya calls Goa CM Parsekar a &#39;poor lame duck&#39;,1
" Acer fined ₹78 lakh over theft of 35,000 credit card details",1
 Eid owned by Salman; won&#39;t release my films on Eid: Karan,0
 Bengaluru Police looking for cow that hit constable&#39;s mother,1
" Budget Session saw 113% productivity in LS, 97% in RS: Govt",0
 &#39;Singing&#39; Anthem should be compulsory in schools: Govt to SC,1
 Challenge gender stereotypes: PM Modi on Girl Child Day,1
 Over 60% candidates for Goa polls crorepatis: ADR,1
 I would like to do a reality TV show: Bipasha Basu,1
 SRK is like my son: Mother of man who died at Raees promo,1
 I&#39;ve done a film where seven heroes were there: Akshay Kumar,1
 Dozens of sandbar sharks swarm off coast in Israel,1
 Startup developing device to identify diseases from voice,1
 Toni Nadal confirms split with nephew Rafael Nadal as coach,0
 Athlete&#39;s human rights complaint rejected for being &#39;late&#39;,0
 Scientists develop &#39;vaccine&#39; against fake news,1
 2 Naxals killed in encounter in Chhattisgarh,1
 China releases video of missile that can reach India,0
 Payment gateway Razorpay posts profit as sales rise 10-fold,0
 Chatri Devi lives alone in a wildlife park on the Himalayas,1
 Mapping avalanches for Army&#39;s better preparedness: Gen Rawat,1
 Farm sector to grow 4.1% in 2016-17 against 1.2% last year,1
 Girls outperform boys in J&amp;K Class XII board exam results,1
 In Pictures: Top picks of the week in wildlife photography,0
 Panasonic President asks employees to leave office by 8 pm,1
 World&#39;s oldest steam engine re-inducted into Indian Railways,0
 Austria mulls putting electronic tags on terror suspects,1
" Delhi govt to revamp foot-over-bridges, subways",1
 VK Sasikala is much better than DMK: Subramanian Swamy,0
" Jallikattu is part of tradition, not cruelty: Randeep Hooda",1
 Why would I take a submissive role: Kangana Ranaut,0
 Danish city bans women-only swimming sessions,0
 It was not Shah Rukh&#39;s fault: Javed Akhtar on railway mishap,1
 Katrina to turn producer and launch sister in B&#39;wood: Report,0
 Mel Gibson becomes father to ninth child at the age of 60,1
 Video: Air Canada reunites Syrian family after 35 years,1
 Lala Lajpat Rai was born on this day in 1865,1
 CBSE to drop its international curriculum from next session,1
 Harshvardhan apologises to Diljit for Filmfare award comment,1
 Kim Jong-nam begged North Korean leader to spare his life,0
 A fish species has &#39;flashlights&#39; under their eyes,1
 SP Legal Wing National President Gaurav Bhatia quits party,0
 HDFC Bank beats Reliance to become 2nd most valued company,0
 Google CEO Pichai joins employees in protest against Trump,1
 Aussies will lose 0-3 if they play well vs India: Harbhajan,0
" Tata Motors launches hybrid, electric buses at ₹2 crore",1
 Select post offices to accept passport applications,0
 Metal found to conduct electricity but not heat,1
 Mandela said his daughter wants to marry me: Boateng,0
 Etihad Airways CEO to step down amid investment struggles,1
 Zuckerberg shares pic with wife to mark Chinese New Year,1
" Cause of supervolcano eruption 73,000 years ago found",1
 Why the Indian Army needs to patrol Siachen?,1
 Donald Trump surrenders his smartphone for security reasons,1
 Canada PM calls mosque attack a terrorist attack on Muslims,1
 Nawazuddin sings &#39;Afreen Afreen&#39; in his 1st Pakistani ad,1
 Americans donate over ₹5.4 crore to rebuild mosque in Texas,1
 In pictures: India&#39;s first calendar on amputees,1
 Nobel Prize replica stolen from Kailash Satyarthi’s home,0
 Won&#39;t impose more austerity measures for bailout: Greek PM,1
 Chess originated in India 1500 years ago,1
 The future is female: Hillary Clinton,0
 Waqar denies ploy to stop Kumble from getting 10-wicket haul,0
 Rail safety fund of ₹1 lakh crore to be created over 5 years,1
 250 candidates to contest for 40 seats in Goa polls,1
 Kedar Jadhav hires a bouncer after recent success,1
 DMK holds protest in Chennai against floor test result,0
 The Ghazi Attack 1st film that&#39;ll glorify Indian Navy: Rana,1
 Sri Lanka beat Australia in last-ball thriller in first T20I,0
 22 civilians killed in US-Afghan joint raid: Reports,0
" What is inside Nike&#39;s ₹48,000 self-lacing shoes?",0
" In Pictures: Federer, Nadal&#39;s &#39;generation defining&#39; rivalry",1
 Woman dies by consuming acid after being fed up with monkeys,0
 Solar storm-induced blackouts can cost $40 bn daily: Study,1
 Dheere Dheere 1st Indian song to cross 200 mn YouTube views ,0
 US Navy uses hagfish slime to make bulletproof equipment,1
 Inventor of Pringles chips can was buried in a Pringles can,0
 Pakistan resorts to ceasefire violation in Samba,1
" Fight against AFSPA not over, only tactics changed: Sharmila",1
 First four Republic Day parades were not held at Rajpath,1
 Grew up without going out much: &#39;Dangal&#39; actress Zaira Wasim,0
 US visa changes will hit profit margins by 2.5%: L&amp;T Tech,0
 A Test match was once played on four different pitches,0
 Russia responsible for bombing Syrian hospital: MSF,0
 Iranian female bodybuilder arrested for posting pics online,1
" Blackbuck died of natural causes, claims Salman in court",1
 What is Chinaman bowling in cricket?,1
 Survival of Indo-Pak Indus Waters Treaty seems weak: UN,1
 Refugees block Greek minister from entering migrant camp,0
" Govt planning rail link with B&#39;desh, Nepal, Myanmar, Bhutan",1
 Video: How do we study the stars? ,1
 3D-printed vertebrae helps Gurugram woman walk again,0
 I hope Misha can enjoy life like a normal child: Shahid,0
 Player out after chair &#39;takes catch&#39; during Aus practice,1
 Dhoni performs &#39;captain&#39;s duties&#39; before Kolkata ODI,1
 Angelina attends film premiere in Cambodia with her kids,0
 SpiceJet bags three Asia One Awards in Singapore,1
 Mallya wasn&#39;t given a rupee benefit under Modi govt: Jaitley,0
 Why was the Budget presented at 5 PM till 2000?,1
 13 firms barred from dealing with Defence Ministry: Govt,0
" I’m UP’s adopted son, would do better than its own sons: PM",0
 Umpire stops SL-Aus T20 to ask Malinga what&#39;s in his pocket,0
 Startup directors arrested for cheating user by offering car,1
