" Last man to walk on Moon, Eugene Cernan passes away at 82",0
 S Korea&#39;s missile shield deployment appropriate: Ex-UN chief,1
" India&#39;s largest startup is now VC run, says ex-Flipkart CPO",0
 Bollywood celebs wish Sidharth Malhotra on his 32nd birthday,0
"  Soldiers, farmers need to be taken better care of: Sehwag",0
 New Zealand beat Bangladesh by seven wickets in 1st Test,0
 Deutsche Bank to withhold bonuses of 90% of bankers: Reports,0
 Taapsee Pannu features on January cover of &#39;Cosmopolitan&#39;,0
 Microsoft sued by ex-employees who reviewed child abuse,0
 Saif a combination of mentally and physically sexy: Kareena,1
 Nana Patekar calls BSF jawan&#39;s video demoralising,0
 Wrestler Yogeshwar Dutt ties the knot with Sheetal Sharma,0
 Video recounts Russian Revolution through real-time tweeting,1
 Salman Khan Arms Act case: Court to give verdict on Jan 18,0
 Trump accuses US spy agencies of Nazi practices,1
 6-yr-old orphan sexually assaulted by 3 yoga ashram staffers,1
 Germany threatens aid cuts to countries over asylum-seekers,0
 A wall in Madhya Pradesh is called the &#39;Great Wall of India&#39;,1
 Deepika Padukone attends Golden Globes 2017 after-party,0
 Will captain IPL side and may lead J&#39;khand in future: Dhoni,0
 Snake found on plane cancels flight from Oman to Dubai,0
 &#39;Yeh Ishq Hai&#39; song from Kangana Ranaut&#39;s &#39;Rangoon&#39; released,0
 Lalu to get ₹10k pension under anti-emergency scheme ,0
 Chennai-based designer makes clothes for differently-abled,0
 Researchers genetically edit bacteria to combat brain tumors,1
 Anushka praises Meryl Streep for her Golden Globes speech,0
 Video: What makes muscles grow?,0
 Russia may ban cigarette sale to those born after 2015,0
 UK to build tunnel underneath Stonehenge,1
 Delhi’s Tihar Jail prisoners publish monthly newspapers,1
 BSF starts operation to strengthen vigil at Rajasthan border,0
 Soldier sings about problems faced by jawans on border,0
 Pak to soon release Indian jawan who crossed LoC: Minister,0
 Charges framed against Abu Jundal for plotting against India,0
" 4,000 terrorists, missing people still in PoK and Pakistan",0
 People have a right to know source of BJP’s funds: PM Modi,0
 Australian Open broadcasters to call Andy Murray &#39;Sir&#39;,0
 Russian yoga teacher accused of illegal missionary activity,0
" Man tweets JavaScript query, the language&#39;s inventor replies",0
" No one is a winner in trade war, says China President",0
 Northeast youngsters beaten up by landlord in Bengaluru,1
 Won&#39;t do titillating scene in film for the sake of it: Richa,1
 Ashwin bowls leg spin in nets to hide variations: Aus player,0
 Congress manifesto for Punjab a bundle of lies: Dy CM Badal,1
" We have to slow down and improve, Xiaomi CEO tells employees",0
 US issues nation&#39;s first known &#39;intersex&#39; birth certificate,0
 Cuttack ball-boy throws ball which hits Stokes in the face,0
 UFC fighter posts topless photo against feminism,0
 Startup makes app to turn any phone into attendance register,0
 Man knits sweaters featuring famous landmarks,0
 Beijing sets 2017 air pollution goal at double of WHO limit,0
 India&#39;s first solar-powered boat launched in Kerala,0
 Scientists discover the function of human appendix,0
 Anti-doping agencies should collect urine: Russian Deputy PM,0
 Azhar files case against HCA for rejecting his nomination,0
 Shakib records Bangladesh&#39;s highest individual Test score,0
" Rhea Kapoor shares old pic with Anil, Sonam, Arjun",0
" RBI refuses to give info on note ban, cites threat to life",0
 Karan Johar invited to World Economic Forum annual meeting,0
 Ashwin is among most valuable players in the world: Whatmore,0
 Japan to deploy nursing care staff to its prisons,1
 FIFA names Cristiano Ronaldo as 2016&#39;s Best Football Player,0
 US ends automatic residency for illegal Cuban immigrants,0
 Doctor films cockroach during surgery to show hygiene issues,0
 Pedro&#39;s brace helps Chelsea beat Peterborough 4-1 in FA Cup ,0
 Odisha: Video shows Railway cops beat specially-abled beggar,0
 Demonetisation to take awful toll on underprivileged: Drèze,0
 Ranbir is the only educated guy in the Kapoor family: Rishi,0
 BJP condemns its Minister Anil Vij’s remarks on Gandhi,1
 Getting rid of cash will benefit the poor: Economist Rogoff,0
 Scientists detail one of the most thorough marijuana studies,1
 Traffic cops send thank you notes to people who obey rules,0
" It&#39;s musical chair time at Flipkart, tweets user",0
 I-T dept asks banks to report cash deposits above ₹10 lakh,0
 Facebook to participate in world’s biggest startup campus,0
" What Guj achieved in 5yrs, we will do in a year: TN Minister",1
 Diego Maradona inducted in the Italian football hall of fame,0
 India has not lost an ODI in Cuttack in the last 13 years,0
 Tesla allows self-driving cars to break speed limit,0
" What’s the big deal if budget is presented on Feb 1, asks SC",0
 Wrestler Yogeshwar Dutt accepts ₹1 as dowry,0
 Scientists develop light-based control system of human cells,0
 Thai pilot killed as plane crashes in air show for kids,0
 Rwanda&#39;s new king was former Pepsi employee,0
 Minor&#39;s body found in suitcase in Mumbai,0
 Girls in Crazy Sumit&#39;s &#34;kiss &amp; run&#34; video say he&#39;s a friend,0
 US court upholds order to unlock phone with fingerprint,0
 Rome wasn&#39;t built in a day: Air India CMD on airline&#39;s issue,0
" Hate a big burden to bear, stick to love: SRK on &#39;Raees&#39; row",0
 Sailor sets record for most distance sailed solo in 24 hrs,0
 600-year-old Buddha statue found in Chinese reservoir,0
 My job becomes easier with players like you: Dhoni to Yuvraj,0
 PM can be summoned if RBI reply on note ban not satisfactory,0
 NDA&#39;s Chandrasekhar Director in Arnab Goswami&#39;s Republic,1
 Ducati launches India&#39;s most expensive bike at ₹1.12 crore,0
 Run for women&#39;s safety takes place in Mumbai,0
 Can&#39;t Shastri see stats: Azhar on best Indian captain debate,0
 Azhar to run for Hyderabad Cricket Association President,0
 Trump slams civil rights leader John Lewis,0
 Protest at Chennai&#39;s Marina Beach over Jallikattu ban,1
 Drone startup shuts despite receiving ₹232 cr in pre-orders,0
" Multi-dimensional CISF to recruit 35,000 jawans: Rajnath",1
 India extends ₹683 crore line of credit to Kenya,0
 AIMIM only party that belongs to Muslim community: Owaisi,1
 Volkswagen concept 8-seater travels 480 km in 30 min charge,0
 Maoist carrying reward of ₹15 lakh on head surrenders,0
 India&#39;s surgical strike was a responsible move: US,0
 No info on officials who were consulted on note ban: PMO,0
 AAP leader Kumar Vishwas rejects reports of him joining BJP,0
 In Pictures: Winners of the Australian Open since 2000,0
 US Navy destroyer fires warning shots at Iranian navy ships,0
 Bengaluru man arrested for asking girls to hug him,0
" Prabhu unveils energy plan for Railways to save ₹41,000 cr",0
 Demonetisation is a major assault on poor: Economist Bardhan,0
 Deepika Padukone dances with James Corden on &#39;Lungi Dance&#39;,0
 Govt launches &#39;ShaGun&#39; web portal for Sarva Shiksha Abhiyan,0
" ₹3,050 cr penalty on Airtel, Vodafone, Idea approved: Report",0
 In pics: Hi-tech cars at world&#39;s largest electronics show,0
 Delhi approves ₹119 cr for civic body after strike,0
 Maha students with dancing skills to get 10-25 extra marks ,0
 RSS didn&#39;t hoist national flag for 52 years: Rahul Gandhi,0
 U&#39;khand CM compares Prashant Kishor to &#39;Chyawanprash&#39; ,1
 Palau proposes &#39;quality over quantity&#39; law to curb tourists,1
 Australia hire Panesar as spin consultant for India tour,0
 Delhi Graphic designer held for printing ₹6L in fake notes,0
" Dear BJP, Daro Mat, tweets Rahul Gandhi ",1
 Actress Trisha harassed by Jallikattu supporters: Reports,1
 Muslim majority nation Morocco bans sale of burqas: Reports,0
" Sanjay Dutt biopic not about guns, drugs, underworld: Hirani",1
 Dhoni&#39;s decision to make me open was career-changing: Rohit,0
 Govt changes Pongal holiday from compulsory to restricted,0
 RSS should include more women in its ranks: Advani,0
 72-year-old man found dead in Mumbai with legs tied,0
 NASA declares 2016 as warmest year on record,0
 NSG membership is not farewell gift: China slams Obama govt,1
 Viper striking at its prey captured for first time in wild,0
 Vin Diesel welcomed to India by women on Royal Enfield bikes,0
 Woman who rescued &#39;witch-child&#39; named most-inspiring person,0
 New Ghana president caught in plagiarism row,0
 Vin Diesel shares pics with Deepika posing at a tea stall,1
 Robot reporter debuts in newspaper with news written in 1sec,0
 The worst is yet to come: Manmohan Singh on note ban impact,0
 Amarinder declares ₹48.29 cr assets including flat in Dubai,0
 3 militants gunned down in J&amp;K’s Pahalgam encounter,1
 Babies remember their birth language: Study,0
 Man arrested for stabbing woman for rejecting proposal,0
 Alphabet shuts down project of solar-powered internet drone,0
" ₹1,000 stand makes Apple Watch look like Macintosh computer",0
 Two held with over ₹10 lakh in new currency from Delhi,0
" Bring in ordinance on civil code, Ram temple: Sena to Centre",0
" Middle class in crisis, warns IMF chief Christine Lagarde",0
 &#39;Hollyweed&#39; prankster surrenders to LA Police,0
 Missing father-daughter duo found after month at sea,0
 US national arrested for circulating child porn in Hyderabad,0
 Sydney FC fans hit opposition goalkeeper with snakes ,0
 21st century belongs to India: PM Narendra Modi,1
" U&#39;khand: Notice to Cong, BJP for violating code of conduct",0
 MHA report to PMO refutes BSF jawan&#39;s complaint on food,1
" Batsman falls while taking a shot, still hits a six",0
" Uber rival Lyft lost over ₹4,000 crore last year: Report",0
 61 die due to cold wave in Europe,0
" Gundaraj, Dangaraj two wheels of Akhilesh&#39;s &#39;cycle&#39;: BSP",1
 Priyanka wins favourite TV actress at People&#39;s Choice Awards,0
 Sunny Leone dubsmashes SRK&#39;s dialogue from &#39;Raees&#39;,1
 Accommodation startup Zolo raises ₹26 cr led by Nexus ,0
 Trump drops announcer who presented last 11 presidents,0
 Gunman arrested after taking hostages at US bank,0
 Centre to install grievance redressal mechanism for Army,1
 Zimbabwe Prez spends ₹40 cr on vacation while nation starves,0
 Kashmiri national footballer asked to teach dance in school,0
 UAE soldiers to march in Republic Day parade for 1st time,0
 BSP to launch &#39;Behenji ko aane do&#39; campaign for UP polls,0
 Moschino showcases at Milan Fashion Week ,1
 Kareena asked for same money as SRK for Kal Ho Naa Ho: Karan,0
 Amazon India selling skateboards with image of Lord Ganesha,0
 Emirates launches blankets made of recycled plastic bottles,0
" Baap baap hota hai, beta beta hota hai: Navjot Singh Sidhu",1
 Euro may not exist in 10 yrs: Former French Economy Minister,0
 Have guts to contest from one place: Sukhbir to Amarinder,0
 5 UAE diplomats killed in Afghanistan blast,1
 Shakira felicitated at WEF for work on child development,0
 Arsenal players perform b&#39;ball tricks with acrobatic team,1
 Big B awarded by US embassy for spreading awareness on TB,0
 Split captaincy doesn&#39;t work in India: Dhoni on resignation,0
 Haven&#39;t asked Ranveer if he liked &#39;Xander Cage&#39;: Deepika,0
 Security head to step down during Trump&#39;s prez oath event,0
 Sachin-inspired cricket game &#39;Sachin Saga Warm Up&#39; launched,0
 Maharashtra receives just one bid for Navi Mumbai airport,1
 Bumrah runs out Alex Hales with direct hit from the deep,0
 Trailer of &#39;Tangled: Before Ever After&#39; released,0
 Remove political leaders&#39; photos from hoardings and ads: EC,0
 Doctors successfully treat brain cancer using malaria drug,0
" Honestly, I don&#39;t know Deepika at all: Sonam Kapoor",0
 Stephen Hawking was on the Oxford rowing team,1
 65-year-old sets record at National Shooting Championship,0
 Feel bad that I can&#39;t promote &#39;Raees&#39; in India: Mahira Khan,0
 US environment agency accuses Fiat of cheating emission test,1
 Congress demands removal of PM&#39;s posters from petrol pumps,0
 &#39;Battery Nahi Bolneka&#39; promo of &#39;Raees&#39; released,0
 Chevrolet unveils life-size Batmobile made of Lego bricks,0
 Ex-serviceman shoots drunk son in Gurugram,0
 Puducherry govt told me to be mere figurehead: Kiran Bedi,1
 4 lakh people won ₹60 crore at Digi Dhan Melas: NITI Aayog,0
 Prince Charles writes book on climate change,0
 Indian wrestler defeats Rio Olympics gold medalist in PWL,0
 3 top Flipkart executives quit a day after new CEO announced,0
 8-year-old Manipur boy breaks limbo skating world record,0
 HC gives bail to murder accused citing religious provocation,0
 Still facing interconnection issues from Airtel: Jio,0
 Azharuddin&#39;s nomination for HCA President rejected,0
 Aditi Rao Hydari to star in Sanjay Dutt&#39;s comeback film,1
 Instagram bio hints at Lindsay Lohan&#39;s conversion to Islam,1
 Wicketkeeper gets hit in the face by Brad Hodge&#39;s bat,0
 Bengalureans waste 60 crore man hours every year on roads,0
 France warns Trump against moving US embassy to Jerusalem,0
 Sanitation workers dump garbage outside AAP MLA&#39;s residence,0
 Bengaluru police to sue Sunburn for maligning city&#39;s image,1
 Oscars have an elitist approach: Vin Diesel,0
" If peace not reciprocated, will do surgical strike: Army",0
" Won&#39;t fight payments bank interest rate war, says Paytm CEO",0
 Indo-US cooperation foiled several terror plots: White House,0
 Akali workers fire at AAP men in Punjab: Reports,0
 Consider installing CCTV cameras in liquor shops: Madras HC,1
" ₹25,000 cr deposited in inoperative accounts post note ban",0
 Logo on Nissan&#39;s concept car lights up in self-driving mode,0
 Taapsee Pannu gate crashes a sangeet ceremony,1
 Syria blames Israel for attack on military airport,0
 NASA explains why Moon dust levitates above lunar surface,0
" Over 13,000 pollution cases filed in Beijing in 2016",0
" Won’t tolerate corruption, communalism in AAP: Kejriwal",1
" I will behead my sons AbRam, Aryan if they hurt a woman: SRK",0
 Toyota plans to invest $10 billion in US after Trump threat,0
 1MDB scandal accused spends ₹56 cr on Australian properties,1
 How will Lodha reforms change the way Indian cricket is run?,0
 HC refuses urgent plea seeking report on jawan for food,0
 Rusty bumblebee 1st wild bee in US to get federal protection,0
 Local newspaper vendor arrested over Ganguly death threat,0
" New trailer of Jackie Chan, Sonu Sood&#39;s &#39;Kung Fu Yoga&#39; out",0
 Ill-fated bus had 60 students against capacity of 35: Police,0
" Age of Apple is over, says Facebook investor Peter Thiel",0
 Will grow into the Chairman role over time: N Chandrasekaran,0
 De Niro pens letter supporting Streep&#39;s Golden Globes speech,0
 Air India had lowest on-time performance in December 2016,0
 Barra airport is the only airport to use a beach as a runway,1
" Baba Ramdev, Harbhajan arm-wrestle at a cricket league",1
 Israel PM tried to negotiate good press for benefit: Reports,0
 Ram Gopal Yadav confirms alliance with Congress,0
 India now has the most 350+ scores in ODI cricket,1
" SBI&#39;s plea to recover ₹9,000 cr in dues from Mallya approved",0
 Safety for Pakistan Super League cannot be guaranteed: FICA,0
 Pakistani woman sentenced to death for honour killing,0
 Google tool uses 75% less data to show high-resolution image,0
 Facebook stops indicating which posts are edited,0
 Tata to conduct India&#39;s first self-driving car test: Reports,0
 Kohli has scored hundreds in all of India’s 350+ run chases,0
 Earliest galaxies radiated green light: Study,0
" L&#39;Oreal to buy 3 skincare brands from Valeant for ₹8,800 cr",0
